date,series_code,indicator,value
2024-08-31,Q.5B0.5B0.C.5A.BKC.ASTT.1.STR.MX.TO1.ALL,"12_Liabilities to BIS banks (cons.), short term",1411973000.0
2024-08-31,Q.5B0.5B0.C.5A.BKL.ASTT.1.ALL.MX.TO1.ALL,"22_Liabilities to BIS banks, locational, total",5679027000.0
2024-08-31,Q.5B0.5B0.C.5A.BKL.LDPT.1.ALL.NV.TO1.ALL,01_Cross-border loans from BIS reporting banks,3299542000.0
2024-08-31,Q.5B0.5B0.D.5A.ALL.DFXB.1.ALL.NV.TO1.BMA,27_Cross-border deposits with BIS rep. banks,13799159000.0
2024-08-31,,,
2024-08-31,,,
2024-08-31,,,
2024-08-31,,,
2024-09-30,Q.1C0.1C0.C.9A.MOA.RXGT.1.ALL.MV.TO1.ALL,24_International reserves (excluding gold),36552112949.0099
2024-09-30,Q.5B0.5B0.C.5A.BKC.ASTT.1.STR.MX.TO1.ALL,"12_Liabilities to BIS banks (cons.), short term",1411973000.0
2024-09-30,Q.5B0.5B0.C.5A.BKL.ASTT.1.ALL.MX.TO1.ALL,"22_Liabilities to BIS banks, locational, total",5679027000.0
2024-09-30,Q.5B0.5B0.C.5A.BKL.LDPT.1.ALL.NV.TO1.ALL,01_Cross-border loans from BIS reporting banks,3299542000.0
2024-09-30,Q.5B0.5B0.D.5A.ALL.DFXB.1.ALL.NV.TO1.BMA,27_Cross-border deposits with BIS rep. banks,13799159000.0
2024-09-30,,,
2024-09-30,,,
2024-09-30,,,
2024-09-30,,,
2024-10-31,Q.1C0.1C0.C.9A.MOA.RXGT.1.ALL.MV.TO1.ALL,24_International reserves (excluding gold),41484541772.8406
2024-10-31,Q.5B0.5B0.C.5A.BKC.ASTT.1.STR.MX.TO1.ALL,"12_Liabilities to BIS banks (cons.), short term",
2024-10-31,Q.5B0.5B0.C.5A.BKL.ASTT.1.ALL.MX.TO1.ALL,"22_Liabilities to BIS banks, locational, total",
2024-10-31,Q.5B0.5B0.C.5A.BKL.LDPT.1.ALL.NV.TO1.ALL,01_Cross-border loans from BIS reporting banks,
2024-10-31,Q.5B0.5B0.D.5A.ALL.DFXB.1.ALL.NV.TO1.BMA,27_Cross-border deposits with BIS rep. banks,
2024-10-31,,,
2024-10-31,,,
2024-10-31,,,
2024-10-31,,,
2024-11-30,Q.1C0.1C0.C.9A.MOA.RXGT.1.ALL.MV.TO1.ALL,24_International reserves (excluding gold),41484541772.8406
2024-11-30,Q.5B0.5B0.C.5A.BKC.ASTT.1.STR.MX.TO1.ALL,"12_Liabilities to BIS banks (cons.), short term",
2024-11-30,Q.5B0.5B0.C.5A.BKL.ASTT.1.ALL.MX.TO1.ALL,"22_Liabilities to BIS banks, locational, total",
2024-11-30,Q.5B0.5B0.C.5A.BKL.LDPT.1.ALL.NV.TO1.ALL,01_Cross-border loans from BIS reporting banks,
2024-11-30,Q.5B0.5B0.D.5A.ALL.DFXB.1.ALL.NV.TO1.BMA,27_Cross-border deposits with BIS rep. banks,
2024-11-30,,,
2024-11-30,,,
2024-11-30,,,
2024-11-30,,,
2024-12-31,Q.1C0.1C0.C.9A.MOA.RXGT.1.ALL.MV.TO1.ALL,24_International reserves (excluding gold),41484541772.8406
2024-12-31,Q.5B0.5B0.C.5A.BKC.ASTT.1.STR.MX.TO1.ALL,"12_Liabilities to BIS banks (cons.), short term",
2024-12-31,Q.5B0.5B0.C.5A.BKL.ASTT.1.ALL.MX.TO1.ALL,"22_Liabilities to BIS banks, locational, total",
2024-12-31,Q.5B0.5B0.C.5A.BKL.LDPT.1.ALL.NV.TO1.ALL,01_Cross-border loans from BIS reporting banks,
2024-12-31,Q.5B0.5B0.D.5A.ALL.DFXB.1.ALL.NV.TO1.BMA,27_Cross-border deposits with BIS rep. banks,
2024-12-31,,,
2024-12-31,,,
2024-12-31,,,
2024-12-31,,,
