iter	Passed	Remaining
1665	40878	8195
1666	40888	8167
1667	40898	8140
1668	40907	8112
1669	40917	8085
1670	40927	8058
1671	40951	8033
1672	40963	8006
1673	40973	7979
1674	40981	7951
1675	40999	7925
1676	41019	7900
1677	41027	7872
1678	41036	7845
1679	41044	7817
1680	41051	7790
1681	41060	7762
1682	41069	7735
1683	41081	7708
1684	41092	7682
1685	41101	7654
1686	41109	7627
1687	41136	7603
1688	41153	7577
1689	41178	7553
1690	41201	7528
1691	41247	7508
1692	41270	7483
1693	41321	7464
1694	41334	7437
1695	41359	7413
1696	41380	7388
1697	41397	7362
1698	41418	7337
1699	41444	7313
1700	41461	7288
1701	41479	7262
1702	41499	7237
1703	41534	7214
1704	41562	7191
1705	41626	7173
1706	41692	7156
1707	41789	7144
1708	41813	7119
1709	41841	7096
1710	41860	7070
1711	41892	7047
1712	41914	7022
1713	41939	6998
1714	41966	6974
1715	41978	6947
1716	41999	6922
1717	42029	6898
1718	42062	6875
1719	42079	6850
1720	42087	6823
1721	42096	6796
1722	42104	6768
1723	42114	6742
1724	42124	6715
1725	42131	6688
1726	42141	6661
1727	42150	6634
1728	42158	6607
1729	42166	6580
1730	42173	6553
1731	42182	6527
1732	42191	6500
1733	42201	6473
1734	42216	6448
1735	42236	6423
1736	42247	6396
1737	42256	6370
1738	42265	6343
1739	42274	6316
1740	42284	6290
1741	42293	6263
1742	42301	6237
1743	42309	6210
1744	42326	6185
1745	42340	6159
1746	42355	6133
1747	42366	6107
1748	42374	6081
1749	42382	6054
1750	42390	6028
1751	42401	6002
1752	42419	5976
1753	42432	5951
1754	42444	5925
1755	42457	5899
1756	42466	5873
1757	42474	5846
1758	42482	5820
1759	42490	5794
1760	42500	5768
1761	42508	5741
1762	42517	5715
1763	42529	5689
1764	42538	5663
1765	42554	5638
1766	42563	5612
1767	42576	5586
1768	42586	5561
1769	42601	5535
1770	42615	5510
1771	42626	5484
1772	42639	5459
1773	42653	5433
1774	42669	5408
1775	42682	5383
1776	42695	5357
1777	42709	5332
1778	42717	5306
1779	42726	5280
1780	42734	5254
1781	42742	5228
1782	42752	5203
1783	42761	5177
1784	42770	5151
1785	42780	5125
1786	42790	5100
1787	42800	5074
1788	42809	5049
1789	42818	5023
1790	42827	4997
1791	42841	4972
1792	42855	4947
1793	42867	4922
1794	42883	4897
1795	42914	4874
1796	42921	4848
1797	42930	4823
1798	42943	4798
1799	42959	4773
1800	42976	4748
1801	42991	4723
1802	43006	4699
1803	43019	4673
1804	43044	4650
1805	43059	4625
1806	43074	4600
1807	43088	4575
1808	43103	4550
1809	43117	4526
1810	43129	4501
1811	43139	4475
1812	43154	4451
1813	43164	4425
1814	43176	4400
1815	43186	4375
1816	43195	4350
1817	43209	4325
1818	43223	4300
1819	43238	4276
1820	43252	4251
1821	43264	4226
1822	43281	4202
1823	43293	4177
1824	43307	4152
1825	43320	4128
1826	43334	4103
1827	43345	4078
1828	43357	4053
1829	43367	4028
1830	43376	4003
1831	43383	3978
1832	43391	3953
1833	43400	3928
1834	43409	3903
1835	43418	3878
1836	43428	3853
1837	43442	3828
1838	43452	3804
1839	43461	3779
1840	43471	3754
1841	43480	3729
1842	43489	3704
1843	43497	3679
1844	43507	3655
1845	43520	3630
1846	43529	3605
1847	43538	3581
1848	43546	3556
1849	43554	3531
1850	43563	3506
1851	43571	3481
1852	43581	3457
1853	43590	3432
1854	43599	3408
1855	43607	3383
1856	43615	3358
1857	43622	3333
1858	43631	3309
1859	43642	3284
1860	43650	3260
1861	43658	3235
1862	43666	3211
1863	43675	3186
1864	43689	3162
1865	43703	3138
1866	43715	3114
1867	43730	3090
1868	43744	3066
1869	43759	3042
1870	43774	3018
1871	43788	2994
1872	43797	2969
1873	43810	2945
1874	43825	2921
1875	43840	2897
1876	43852	2873
1877	43864	2849
1878	43882	2825
1879	43897	2801
1880	43909	2777
1881	43927	2754
1882	43941	2730
1883	43956	2706
1884	43969	2682
1885	43983	2658
1886	43998	2634
1887	44012	2610
1888	44024	2586
1889	44039	2563
1890	44052	2539
1891	44063	2515
1892	44074	2491
1893	44083	2467
1894	44093	2443
1895	44102	2419
1896	44109	2395
1897	44119	2371
1898	44127	2346
1899	44136	2322
1900	44145	2299
1901	44153	2275
1902	44164	2251
1903	44179	2227
1904	44192	2203
1905	44201	2179
1906	44209	2155
1907	44222	2132
1908	44232	2108
1909	44242	2084
1910	44251	2060
1911	44261	2037
1912	44269	2013
1913	44278	1989
1914	44286	1965
1915	44295	1941
1916	44309	1918
1917	44319	1894
1918	44328	1871
1919	44336	1847
1920	44345	1823
1921	44353	1799
1922	44363	1776
1923	44371	1752
1924	44381	1729
1925	44389	1705
1926	44398	1681
1927	44407	1658
1928	44416	1634
1929	44423	1611
1930	44431	1587
1931	44443	1564
1932	44456	1540
1933	44469	1517
1934	44485	1494
1935	44502	1471
1936	44517	1447
1937	44528	1424
1938	44538	1401
1939	44546	1377
1940	44556	1354
1941	44564	1330
1942	44573	1307
1943	44583	1284
1944	44592	1260
1945	44601	1237
1946	44609	1214
1947	44618	1191
1948	44626	1167
1949	44635	1144
1950	44644	1121
1951	44652	1098
1952	44660	1074
1953	44672	1051
1954	44687	1028
1955	44700	1005
1956	44717	982
1957	44726	959
1958	44734	936
1959	44742	913
1960	44754	890
1961	44766	867
1962	44779	844
1963	44794	821
1964	44810	798
1965	44822	775
1966	44831	752
1967	44840	729
1968	44852	706
1969	44867	683
1970	44883	660
1971	44898	637
1972	44913	614
1973	44929	591
1974	44944	568
1975	44959	546
1976	44977	523
1977	44994	500
1978	45016	477
1979	45083	455
1980	45120	432
1981	45191	410
1982	45251	387
1983	45284	365
1984	45335	342
1985	45359	319
1986	45401	297
1987	45481	274
1988	45492	251
1989	45517	228
1990	45530	205
1991	45540	182
1992	45550	159
1993	45560	137
1994	45570	114
1995	45580	91
1996	45593	68
1997	45603	45
1998	45611	22
1999	45622	0
